run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,impact_valid
0,117278,2497.54,185.258,1.15258,0.992899,0.984655,1.00628,1.00486,1
1,111927,2102.45,159.02,1.00094,0.987614,1.00138,1.02921,1.24504,1
2,102423,2621.22,197.929,1.30151,0.954495,1.00721,1.02483,1.26442,1
3,106175,2490.98,191.692,1.20812,0.963716,0.99615,1.04575,0.971638,1
4,116523,1700.4,126.77,0.804658,1.01513,1.0174,1.01784,1.04582,1
5,115915,2354.81,172.997,1.115,1.00897,1.01448,1.00086,0.963469,1
6,112686,1969.37,147.451,0.931595,0.985336,0.99596,1.01704,0.968927,1
7,115827,1127.06,83.5154,0.525986,0.993719,0.993067,1.00609,0.92552,1
8,125804,1781.78,128.026,0.802148,1.02476,0.991226,0.975985,1.07412,1
9,110306,1728.08,122.914,0.833305,0.980018,1.00895,0.962927,0.758054,1
10,117843,1942.81,145.373,0.907483,1.01155,1.00545,1.02014,0.780458,1
11,116580,2401.08,175.949,1.12501,1.00229,1.00255,0.996076,0.768567,1
12,114143,2270.8,173.222,1.07088,0.996032,1.00007,1.03952,1.00289,1
13,129649,1739,127.494,0.778689,1.04963,1.0029,1.00139,1.12407,1
14,114993,2194.92,159.538,1.0295,0.99009,0.995295,0.985274,0.929607,1
15,111133,2186.32,159.933,1.0382,0.974115,0.99225,0.990215,0.748689,1
16,116697,1948.06,146.651,0.918869,1.01429,1.01388,1.02816,0.816364,1
17,118808,1852.68,136.377,0.863183,1.01386,1.00632,1.0025,1.03227,1
18,114471,1933.36,142.968,0.9108,0.993092,0.999341,1.00458,1.03829,1
19,114342,3008.28,225.22,1.43019,1.00372,1.01244,1.02093,0.724235,1
20,113700,1626.58,117.597,0.769761,0.988891,1.00102,0.980047,0.827374,1
21,121842,3008.91,215.207,1.37881,1.01458,0.996992,0.97094,0.776302,1
22,106901,2611.04,196.204,1.24943,0.95255,0.980463,1.01609,1.03498,1
23,125336,1992.76,143.283,0.900109,1.02513,0.993749,0.977047,0.837241,1
24,119136,1892.05,134.553,0.881012,1.01101,1.00611,0.965469,1.28344,1
25,121087,2048.64,151.165,0.947307,1.02323,1.0073,1.00621,1.15323,1
26,110751,2237.26,166.049,1.06892,0.979506,0.999388,1.00728,1.29414,1
27,116026,1462.65,105.746,0.695278,1.01192,1.02033,0.984489,1.12539,1
28,118161,2917.34,217.326,1.33947,0.994693,0.982095,1.01091,1.07093,1
29,111685,2032.8,149.837,0.972754,0.987579,1.00666,1.00138,0.760122,1
30,117588,2017.74,146.3,0.943839,1.00679,1.00519,0.985413,1.0626,1
31,124627,1764.82,131.08,0.793367,1.0191,0.984286,1.01024,1.06337,1
32,116785,2645.17,191.357,1.23982,1.00251,1.00378,0.982491,0.858477,1
33,113249,1657.95,122.709,0.787356,0.992297,1.00436,1.006,0.795983,1
34,115939,1717.15,125.851,0.806619,1.00012,1.00281,0.995973,1.03948,1
35,106420,1700.27,125.572,0.836847,0.975217,1.01754,1.00348,0.630826,1
36,110561,2271.1,169.494,1.08142,0.97522,0.993622,1.01224,0.850494,1
37,106672,1723.43,127.355,0.835662,0.96186,0.997376,1.00049,0.989399,1
38,120022,3146.31,226.476,1.46428,1.01889,1.01045,0.979647,0.931098,1
39,107974,1437.93,102.805,0.7045,0.97873,1.01892,0.969252,1.30591,1
40,119753,2035.25,158.342,0.935563,1.01417,0.993376,1.06311,1.27047,1
41,112420,2752.41,202.42,1.31347,0.990141,1.00668,0.999287,1.42399,1
42,115953,2187.36,162.639,1.0288,1.00362,1.00522,1.01235,0.999443,1
43,121972,2185.19,160.804,0.997079,1.01468,0.99226,1.00066,1.23991,1
44,115380,2601.23,184.606,1.22237,0.991928,0.999406,0.960817,1.3053,1
45,107516,1448.95,107.622,0.705536,0.973672,1.00847,1.00848,1.23989,1
46,117247,2331.84,159.11,1.0823,0.98785,0.990351,0.919558,1.09803,1
47,116429,2412.79,178.579,1.1377,1.00945,1.01138,1.00866,0.736717,1
48,126325,2191.9,160.28,0.981431,1.02488,0.986417,0.99417,1.30384,1
49,127030,2363.32,164.777,1.07176,1.03804,1.00716,0.947867,0.788542,1
50,112022,1795.12,129.751,0.85839,0.986804,1.00685,0.980257,0.753933,1
51,113616,2772.64,201.116,1.30377,0.981948,0.991508,0.981949,0.864895,1
52,111306,2141.57,162.251,1.02609,0.989735,1.00725,1.03201,0.968023,1
53,124115,2491.93,193.081,1.12329,1.02451,0.98703,1.05876,1.00173,1
54,118128,2019.48,144.436,0.937461,1.00073,0.996488,0.969358,1.16083,1
55,118006,2249.41,167.446,1.04403,1.0051,0.996849,1.01279,1.17966,1
56,119044,1943.31,141.284,0.903016,1.01102,1.00328,0.988494,0.975038,1
57,107864,2156.07,165.168,1.04984,0.980793,1.01151,1.04411,1.25326,1
58,118943,2110.31,155.505,0.979906,1.01131,1.00212,1.00293,0.688961,1
59,117941,2400.82,173.081,1.10807,0.994157,0.987441,0.976119,1.41618,1
60,118205,2270.45,169.66,1.05647,1.00993,1.00172,1.01808,1.22617,1
61,122332,1847.34,133.716,0.848405,1.02231,1.00307,0.984881,0.962519,1
62,109421,1791.65,132.773,0.863294,0.977643,1.00409,1.00591,1.10652,1
63,122575,2257.77,171.345,1.01998,1.01253,0.981835,1.03322,1.18988,1
64,114099,2369.41,169.161,1.11591,0.985211,0.995884,0.965967,1.09647,1
65,110125,2235.86,162.903,1.09391,0.997279,1.03006,0.992492,1.18335,1
66,113476,1403.45,99.2044,0.661654,0.980176,0.993676,0.954791,0.90116,1
67,113019,2866.4,221.102,1.35964,0.995109,1.00276,1.05251,0.963151,1
68,119897,2071.85,152.762,0.951807,1.00689,0.991534,1.0019,0.480524,1
69,113160,2174.49,166.414,1.02599,0.989387,0.995542,1.04195,0.788312,1
70,120292,1670.09,121.103,0.774708,1.01825,1.00721,0.98684,1.1857,1
71,115459,1569.23,116.579,0.744393,1.00895,1.01503,1.01303,1.17882,1
72,112636,1910.84,144.885,0.907817,0.991305,1.00235,1.03245,1.04113,1
73,111424,2217.55,168.534,1.05045,0.979049,0.991491,1.03257,1.2517,1
74,119686,1980.55,148.235,0.910036,1.00759,0.99117,1.01834,0.967143,1
75,117422,2199.29,159.911,1.0265,1.00349,1.00117,0.987642,0.832479,1
76,114136,2137.82,156.477,1.00215,0.983855,0.990096,0.991545,0.910536,1
77,108183,2357.2,180.764,1.13873,0.975226,1.00188,1.0436,0.964544,1
78,112567,1065.61,79.0798,0.513913,1.00391,1.02331,1.01225,0.881208,1
79,120405,1974.51,143.796,0.914742,1.01829,1.00606,0.991362,0.847999,1
80,118273,2307.85,158.834,1.07855,1.00414,1.00591,0.931306,1.13695,1
81,113765,2030.28,147.039,0.957705,0.986195,0.996763,0.981195,0.879572,1
82,114967,1688.14,127.286,0.786493,0.98774,0.986569,1.02392,0.871025,1
83,114827,1680.08,125.799,0.786806,0.991225,0.993072,1.01733,0.883101,1
84,116396,2494.41,190.384,1.15814,0.996735,0.989626,1.03898,1.2227,1
85,120834,2181.02,164.417,0.992209,1.00632,0.982887,1.02522,1.53514,1
86,116547,2169.86,160.461,1.01195,0.998241,0.995877,1.00476,0.59187,1
87,118283,2528.79,176.474,1.18079,1.00508,1.00513,0.945402,0.999994,1
88,119004,2479.38,183.742,1.15815,1.01919,1.0114,1.01107,1.56295,1
89,130305,2637.84,190.32,1.16065,1.03203,0.979922,0.979875,0.633551,1
90,110723,2626.79,195.775,1.24951,0.975254,0.993033,1.01075,0.998443,1
91,113426,2125.07,153.472,0.99246,0.97273,0.980602,0.975101,0.760273,1
92,123503,1762.39,133.102,0.800494,1.0247,0.994189,1.03048,1.2234,1
93,120840,2012.63,147.986,0.928003,1.01766,1.00169,1.00116,0.84534,1
94,113459,1410.97,105.43,0.670439,0.995866,1.00664,1.01708,0.611769,1
95,119924,1915.25,141.167,0.881276,1.00879,0.993977,1.00198,0.919968,1
96,113438,2830.78,207.102,1.34597,0.993541,1.00686,0.994026,1.05134,1
97,102709,1851.14,141.408,0.920712,0.960158,1.01175,1.0388,1.39394,1
98,116886,2229.59,151.032,1.04626,0.995993,1.00407,0.914565,0.904361,1
99,113374,1704.68,123.668,0.813808,0.996188,1.01209,0.985678,0.972351,1
100,118937,2454.31,190.205,1.14369,1.02249,1.00902,1.06151,1.36542,1
101,114437,2500.36,180.15,1.18743,0.997983,1.01011,0.978433,0.976966,1
102,119374,2456.2,179.371,1.13843,1.01135,1.00144,0.993165,0.812296,1
103,115215,1929.56,142.015,0.907532,0.996455,1.00086,0.99996,0.635689,1
104,130018,2189.86,158.682,0.976684,1.04607,0.998455,0.987969,0.895898,1
105,116972,1981.86,148.24,0.93143,1.01153,1.0098,1.02025,1.02227,1
106,112800,1809.71,130.948,0.866577,0.994591,1.01328,0.982902,0.915746,1
107,107438,2276.82,172.071,1.11278,0.979355,1.01404,1.02901,1.36113,1
108,112454,2108.03,162.154,1.00302,0.993552,1.00402,1.04921,1.08899,1
109,114537,1620.21,124.752,0.768916,1.00732,1.01182,1.05267,0.921244,1
110,128675,1834.66,137.453,0.825615,1.05136,1.00618,1.02577,1.03296,1
111,125944,2336.96,175.301,1.04922,1.02875,0.989265,1.0228,1.16728,1
112,121521,2104.11,149.5,0.974162,1.02269,1.01018,0.966164,0.617176,1
113,112242,2226.62,168.127,1.06969,0.999582,1.01635,1.03034,0.822574,1
114,118752,2258.84,168.377,1.04473,1.00713,0.9957,1.01437,1.16572,1
115,114131,2393.42,180.305,1.13255,0.997825,1.00456,1.0262,0.465721,1
116,106505,2064.27,145.184,1.01717,0.970682,1.01819,0.95145,0.922465,1
117,118072,2065.5,141.973,0.960831,0.997405,0.998081,0.928532,0.991766,1
118,119372,2217.99,159.938,1.02681,1.0083,0.999302,0.979075,1.25999,1
119,119579,2549.28,189.135,1.16683,1.00136,0.984776,1.00738,1.1269,1
120,116224,2109.37,153.304,0.98513,0.994915,0.995667,0.985672,1.26577,1
121,118844,1627.06,124.12,0.754761,1.01438,1.00125,1.04154,0.709134,1
122,104458,2890.48,212.602,1.432,0.965432,1.01537,0.998033,0.571491,1
123,122113,1693.42,121.869,0.77822,1.02059,1.0027,0.978521,0.965431,1
124,125328,2007.32,136.841,0.9172,1.03101,1.00905,0.924648,1.24591,1
125,105465,1879.58,133.038,0.931591,0.969069,1.02075,0.95811,0.627835,1
126,110625,2160,163.549,1.0369,0.986276,1.00619,1.03086,1.23948,1
127,118712,1294.08,90.9829,0.598936,0.999639,0.994715,0.951226,1.31787,1
128,114815,1896.23,140.262,0.890783,0.992759,0.997109,1.0046,0.934433,1
129,120084,1628.91,122,0.755228,1.02065,1.00643,1.02222,1.08436,1
130,117140,1833.01,140.058,0.845206,0.99511,0.983621,1.03924,0.91105,1
131,122689,2297.36,171.634,1.04224,1.01578,0.988008,1.01683,0.678003,1
132,118471,2166.28,155.195,1.00692,1.00499,1.00025,0.971975,0.827532,1
133,114215,1947.36,143.497,0.919583,0.993178,1.0013,1.00099,1.23983,1
134,109489,2128.08,149.089,1.03197,0.97748,1.01204,0.947434,0.697026,1
135,114760,2071.15,146.909,0.974721,0.988649,0.998176,0.959739,1.22061,1
136,112203,2136.11,152.74,1.02803,0.993694,1.01696,0.970706,0.952814,1
137,124260,2402.9,177.342,1.08559,1.02106,0.989493,1.00418,0.948541,1
138,118766,2197.72,163.82,1.02108,1.01221,1.00239,1.01567,1.51692,1
139,125393,1872.1,130.314,0.847741,1.02404,0.996756,0.94365,0.775584,1
140,114588,1175.63,86.2991,0.558394,1.00184,1.01172,0.998836,1.13951,1
141,120738,1522.5,108.061,0.698213,1.0061,0.992181,0.96137,1.2292,1
142,119954,2222.55,165.281,1.02735,1.0153,1.00108,1.01323,1.04177,1
143,110475,2309.36,170.431,1.11136,0.984168,1.00814,1.00258,0.73659,1
144,107201,1609.24,120.161,0.773567,0.95862,0.98835,1.01049,0.970891,1
145,127843,2540.67,191.668,1.13673,1.03958,0.993747,1.03083,1.21832,1
146,121655,1043.75,77.035,0.479841,1.02104,1.00167,1.00552,0.942186,1
147,112382,3387.77,246.665,1.61529,0.987611,1.00496,0.988184,0.802034,1
148,115625,1828.94,128.413,0.852309,0.983483,0.98837,0.947651,0.827882,1
149,121965,2453.39,175.684,1.11554,1.00706,0.986358,0.970173,1.17197,1
150,111401,2431.64,183.648,1.16345,0.988571,1.00566,1.02821,0.739998,1
151,115135,1715.95,133.6,0.812852,1.01165,1.01279,1.06609,0.756337,1
152,114082,1993.26,153.526,0.945087,1.00278,1.00795,1.05213,1.113,1
153,115226,2591.49,200.716,1.21206,0.99775,0.994447,1.05641,0.901129,1
154,124827,2734.38,195.971,1.23882,1.02435,0.995544,0.973849,0.897727,1
155,108394,1189.82,87.1646,0.578641,0.977576,1.0113,0.994186,0.694141,1
156,108359,2638.81,200.65,1.28131,0.980819,1.01007,1.0356,0.679839,1
157,122335,3083.29,233.81,1.40885,1.02326,0.99715,1.03542,1.02871,1
158,122687,2590.62,189.879,1.1945,1.03124,1.0112,1.00027,1.12559,1
159,115961,2663.29,201.759,1.25259,1.00629,1.00582,1.03351,1.02961,1
160,113457,3003.99,225.66,1.4158,0.987926,0.995011,1.02101,0.970831,1
161,110091,1812.15,127.774,0.8838,0.989206,1.02407,0.956421,0.914187,1
162,118226,2706.5,198.613,1.25725,1.00574,0.998824,0.99758,0.835758,1
163,122691,2224.48,164.632,1.00567,1.01062,0.982698,1.00534,0.924459,1
164,111747,1811.46,130.286,0.858845,0.975001,0.99287,0.972323,0.893985,1
165,105980,1752.02,130.12,0.855409,0.96406,1.00345,1.00688,0.885115,1
166,122976,1569.03,115.02,0.715741,1.02134,0.996858,0.997655,0.506761,1
167,118514,1914.75,141.312,0.878938,0.995769,0.983273,1.00083,1.12175,1
168,111621,2454.07,181.663,1.15419,0.969511,0.981578,1.0014,0.964646,1
169,112005,2710.34,203.79,1.28689,0.984578,0.997759,1.02198,0.863361,1
170,104105,2368.26,173.737,1.16133,0.951739,0.998402,0.991869,1.22082,1
171,120657,1906.3,135.722,0.879062,1.01197,0.999879,0.966066,1.21793,1
172,113150,1845.86,131.964,0.873979,0.983679,0.998424,0.967469,1.21036,1
173,113731,2069.5,144.393,0.982393,0.987777,1.00462,0.943426,1.26825,1
174,118536,2449.56,186.541,1.14041,1.01578,1.00489,1.04026,0.797252,1
175,115616,2136.67,162.85,1.00981,1.00978,1.0113,1.04131,0.839096,1
176,113411,2029.51,151.974,0.957885,0.988601,0.996676,1.01761,1.201,1
177,118546,2369.11,169.606,1.10003,1.00431,0.999084,0.971062,0.987967,1
178,116463,2288.17,169.249,1.07243,1.003,1.00265,1.00629,1.03654,1
179,124966,2194.8,156.751,0.988304,1.01805,0.987231,0.968552,0.921499,1
180,111648,2579.19,196.328,1.22649,0.985119,0.998381,1.03584,1.17419,1
181,119865,1300.25,91.042,0.605287,1.01421,1.00908,0.949988,1.07957,1
182,107632,1912.62,139.196,0.931309,0.971875,1.00851,0.986314,0.821668,1
183,117617,2855.03,209.969,1.32727,1.00224,0.996797,0.999375,0.928995,1
184,110205,2168.94,156.513,1.03794,0.973122,0.997805,0.976221,1.31836,1
185,119316,1704.55,126.033,0.793059,1.01682,1.00709,1.00774,0.992908,1
186,126363,1485.07,110.919,0.668811,1.03469,0.995711,1.01933,0.801545,1
187,115299,2108.79,156.274,0.984038,0.989592,0.990121,1.00551,0.82337,1
188,111307,1873.94,146.054,0.894005,0.989223,1.00192,1.0636,0.750412,1
189,112980,1836.77,134.136,0.871931,0.987949,1.00189,0.990817,0.720379,1
190,118266,2385.92,177.895,1.10661,1.00655,0.997254,1.01479,1.10357,1
191,123218,2011.58,149.246,0.92182,1.03,1.00521,1.01266,1.14609,1
192,117983,1621.46,122.483,0.759032,1.01638,1.00972,1.03168,0.682459,1
193,120248,2146.08,158.462,0.980118,1.00329,0.984876,1.00233,1.20469,1
194,116466,2322.08,173.83,1.09532,1.01173,1.01248,1.02153,0.924493,1
195,123501,2363.89,171.542,1.06786,1.01302,0.98505,0.984664,1.05439,1
196,112731,2906.94,213.185,1.37948,0.986242,1.00019,0.995142,0.946901,1
197,117309,2408.51,175.692,1.11162,0.990985,0.9845,0.987988,0.940355,1
198,107913,1730.43,131.74,0.827618,0.961722,0.985749,1.03203,1.036,1
199,113750,1930.6,141.512,0.911198,0.988298,0.997859,0.994385,0.866846,1
200,117068,1830.73,131.564,0.84851,0.991638,0.988805,0.972613,0.975556,1
201,122314,2015.42,144.769,0.922951,1.01793,0.998545,0.975828,0.986515,1
202,111412,2565.61,183.628,1.23112,0.984431,1.00826,0.969922,1.07623,1
203,110222,3005.31,222.388,1.45075,0.985821,1.01133,1.00616,1.25963,1
204,105034,2508.71,181.442,1.23162,0.958563,1.00507,0.978105,0.861993,1
205,119325,1698.54,127.959,0.788246,1.01671,1.00399,1.02801,0.671219,1
206,116939,1974.27,145.318,0.911608,0.989878,0.983452,0.997388,1.23467,1
207,114395,2968.8,218.763,1.39735,0.991099,0.997567,1.00049,0.586948,1
208,116145,1997.09,138.595,0.943443,1.00061,1.01054,0.939826,0.932271,1
209,122683,1886.97,138.788,0.863286,1.02288,0.99974,1.00178,1.0093,1
210,113996,2622.29,193.011,1.23432,0.987911,0.995443,0.998646,0.943076,1
211,106425,1831,130.568,0.886251,0.953442,0.992408,0.961275,1.33874,1
212,115855,2422.29,171.819,1.12632,0.984211,0.986717,0.958119,1.57406,1
213,118549,3269.9,231.245,1.52381,1.00671,1.00406,0.959223,1.1242,1
214,107040,1735.69,123.063,0.846288,0.965086,1.00623,0.957911,1.04696,1
215,115034,2526.88,186.818,1.18634,0.993774,0.997448,1.00428,0.879411,1
216,115331,1827.95,129.621,0.859584,0.992159,1.00009,0.959967,1.24952,1
217,119491,1928.26,139.181,0.888206,1.00382,0.992641,0.978875,1.24487,1
218,126763,3069.66,220.148,1.37307,1.0243,0.986562,0.973578,0.816141,1
219,114864,2357.1,171.352,1.10452,0.988123,0.993256,0.985032,0.736524,1
220,117365,2374.3,169.381,1.10709,0.999428,0.998865,0.966879,0.949501,1
221,117171,1732.59,126.483,0.806643,0.999376,0.996299,0.990916,0.9609,1
222,115309,2400.73,185.443,1.1231,0.998245,0.995133,1.05344,0.541652,1
223,109272,2329.49,176.376,1.12688,0.983599,1.0097,1.03099,1.42664,1
224,116614,2658.9,188.007,1.24363,0.995867,0.999107,0.957367,0.843919,1
225,110856,1545.06,116.151,0.736985,0.980335,0.997966,1.0212,1.05368,1
226,120885,1594.27,113.734,0.732979,1.01065,0.996752,0.967649,0.99803,1
227,119520,2492.87,181.181,1.15799,1.01425,1.0053,0.988772,0.807374,1
228,117677,1638.91,120.121,0.760702,1.00047,0.994663,0.995107,0.88041,1
229,111759,1695.02,125.615,0.806827,0.983266,0.99953,1.00596,1.12707,1
230,113410,2795.19,205.964,1.31342,0.981712,0.989821,0.998607,0.745523,1
231,128122,2119.91,151.209,0.946037,1.03078,0.989611,0.968728,0.522068,1
232,112753,2702.41,201.575,1.28468,0.990616,1.0034,1.0144,1.24456,1
233,112278,2555.11,181.706,1.23239,0.995955,1.02047,0.965659,1.19701,1
234,109467,2534.12,171.946,1.22486,0.969895,1.00627,0.914077,0.9594,1
235,110622,2007.44,148.363,0.96256,0.981677,1.00372,1.00335,1.36488,1
236,109162,2846.86,210.696,1.38173,0.983082,1.01319,1.00624,1.11824,1
237,123063,2123.48,156.938,0.953356,1.00555,0.974545,1.00234,1.0944,1
238,114204,1474.3,106.27,0.698956,0.994342,1.0063,0.977995,1.32542,1
239,121614,2843.57,208.953,1.28495,1.00123,0.976457,0.996002,1.10727,1
240,118603,2496.21,181.28,1.16308,1.0105,1.0049,0.987509,1.00749,1
241,112484,2153.12,157.944,1.02608,0.988815,1.00494,0.996105,1.20951,1
242,107507,2287.77,166.77,1.11698,0.973894,1.01176,0.988674,0.967061,1
243,119924,2380.84,173.211,1.10166,1.01316,1.00175,0.989312,1.35373,1
244,116409,2307.69,168.113,1.07482,0.993727,0.992796,0.987773,1.05196,1
245,114291,1954.31,140.684,0.928038,0.996621,1.00914,0.977191,1.18447,1
246,121378,1457.45,108.396,0.667031,1.01505,0.993928,1.01241,1.34556,1
247,122419,2464.2,181.551,1.12348,1.0173,0.993415,1.00238,1.10427,1
248,111378,1504.76,108.299,0.72024,0.982183,1.00453,0.974984,0.96522,1
249,119277,1575.13,115.624,0.72602,1.00521,0.992975,0.997041,1.25567,1
250,122268,2413.41,172.419,1.11222,1.02394,1.00744,0.971761,1.20387,1
251,115375,2054.97,154.004,0.960842,0.993862,0.993746,1.01868,0.614674,1
252,113855,2494.23,189.237,1.17229,0.98943,0.993453,1.03197,1.14611,1
253,115339,2238.1,173.53,1.06208,1.01462,1.01643,1.06209,1.25432,1
254,117021,2605.24,190.585,1.22112,1.00586,1.00541,0.99496,0.740017,1
255,120974,3010.12,220.322,1.37561,1.00822,0.989277,0.993976,0.95857,1
256,109897,1731.5,125.46,0.826076,0.968054,0.991812,0.979349,1.07835,1
257,112452,2501.38,184.642,1.20215,0.998504,1.01736,1.00534,0.814008,1
258,115306,2524.11,194.029,1.18858,1.00463,1.00454,1.04972,0.390759,1
259,106382,1791.99,133.154,0.880152,0.973558,1.01447,1.00963,1.01933,1
260,109546,1849.08,141.007,0.889178,0.980508,1.00281,1.03784,0.907479,1
261,114794,2696.82,200.402,1.26602,0.992535,0.996192,1.00961,0.891625,1
262,127606,2238,173.048,1.00612,1.047,1.00047,1.06043,0.885632,1
263,106683,2043.4,157.984,0.993084,0.970561,1.00218,1.05244,1.00643,1
264,117018,1740.46,131.517,0.8111,1.00407,0.997983,1.02939,1.0989,1
265,115561,2232.35,168.826,1.04566,0.998525,0.997656,1.02977,1.30693,1
266,112883,1917.33,141.065,0.91933,0.998952,1.01624,1.00159,0.700993,1
267,111604,2090.3,154.369,1.00204,0.989086,1.00885,1.00386,1.13221,1
268,116224,2611.77,186.477,1.2343,1.0054,1.01243,0.969878,0.608256,1
269,117356,2340.01,171.381,1.08373,0.995564,0.98979,0.993346,0.823998,1
270,114480,1864.62,132.479,0.873244,0.98153,0.989696,0.959819,1.20627,1
271,109713,2036.63,155.193,0.977391,0.979614,1.00081,1.03669,0.722366,1
272,127666,3225.3,238.397,1.45035,1.04114,0.999682,1.0092,1.31427,1
273,111810,1723.14,127.502,0.820383,0.983667,1.00006,1.00437,0.434558,1
274,119303,1973.2,144.021,0.9173,1.01401,1.00541,0.993249,0.852452,1
275,114759,2816.76,209.029,1.33032,0.998569,1.00473,1.00974,1.27081,1
276,110477,2623.12,194.992,1.26625,0.988468,1.01291,1.01152,0.700624,1
277,118186,1806.09,129.453,0.848483,1.01457,1.01436,0.974967,0.806184,1
278,112051,1582.73,114.8,0.75187,0.980531,0.997593,0.982298,1.25388,1
279,123657,3083.94,231.279,1.39369,1.01923,0.987424,1.02144,0.945978,1
280,125562,2443.44,181.594,1.1003,1.02797,0.99143,1.01274,0.998231,1
281,105979,2608.09,192.093,1.2824,0.970251,1.01345,0.999698,1.12604,1
282,109131,1786.66,133.138,0.868707,0.985627,1.01581,1.01414,0.609155,1
283,107841,2149.37,156.976,1.02789,0.955489,0.984028,0.985761,0.717415,1
284,112853,1639.18,126.336,0.768964,0.981897,0.985773,1.04797,0.70578,1
285,118465,2512.14,187.077,1.15972,1.00279,0.991471,1.0124,1.6673,1
286,113841,2886.12,213.462,1.36695,0.994005,1.00375,1.00553,1.18115,1
287,113830,1885.1,140.28,0.893431,0.995446,1.00481,1.01235,0.933425,1
288,110487,1970.28,147.341,0.949036,0.987033,1.00994,1.01752,1.20046,1
289,120602,2193.28,160.1,1.01254,1.01622,1.00203,0.993218,0.52,1
290,107739,2320.05,175.917,1.11805,0.967567,0.995463,1.02932,0.822956,1
291,122943,2136.77,156.53,0.979502,1.02649,1.00386,0.998288,0.846635,1
292,119590,2151.74,159.871,0.993045,1.01066,0.99683,1.01126,1.1004,1
293,125877,2260.39,166.422,1.02461,1.03645,1.0024,1.00462,1.12591,1
294,118871,2399.8,175.466,1.11121,1.00662,0.997413,0.993533,0.859223,1
295,120947,2639.21,193.597,1.20838,1.01039,0.991928,0.996802,1.0326,1
296,117248,1983.91,147.396,0.9205,0.998693,0.992304,1.00946,1.08057,1
297,122381,2585.56,187.545,1.16969,1.00632,0.981531,0.983153,1.08702,1
298,117533,2148.71,157.177,0.995338,0.996958,0.990976,0.992273,1.11702,1
299,112264,1939.36,136.057,0.924328,0.981326,1.00255,0.948176,1.15082,1
300,116206,1892.53,139.198,0.895084,1.01014,1.0144,1.00219,0.813801,1
301,122754,2336.97,173.696,1.05542,1.01055,0.981651,1.00988,0.520996,1
302,113517,2366.38,181.694,1.12012,0.996095,1.00229,1.04721,1.08226,1
303,128892,1509.88,107.482,0.676916,1.04136,1.00005,0.968817,0.869127,1
304,123505,1477.48,112.602,0.672961,1.02916,0.998579,1.04168,1.03626,1
305,123627,1673.24,122.542,0.758606,1.0192,0.991166,0.995753,1.22837,1
306,112030,1741.38,133.901,0.835043,0.99851,1.01306,1.05036,1.15302,1
307,109618,2139.17,164.178,1.01845,0.971562,0.989038,1.04257,1.12376,1
308,115824,2135.19,159.233,1.00784,1.0069,1.00983,1.0165,1.23322,1
309,111679,2248.38,166.643,1.07073,0.983166,0.999789,1.00617,1.10802,1
310,114112,1623.21,119.177,0.761241,0.984518,0.990648,0.99493,1.02932,1
311,108456,2628.96,199.892,1.26369,0.971029,0.995978,1.03288,1.05967,1
312,117330,2251.91,163.916,1.03888,0.990373,0.983905,0.985547,0.730365,1
313,117091,2210.65,153.923,1.04276,1.00672,1.01355,0.944113,1.09515,1
314,115904,2413.18,177.345,1.13073,0.997521,0.999069,0.998309,1.07355,1
315,117752,2353.81,171.1,1.08591,0.993382,0.98608,0.984653,0.81743,1
316,102193,2273.47,171.043,1.13147,0.95443,1.00903,1.0209,0.93057,1
317,95286.5,2107.14,154.996,1.06992,0.913652,0.994339,0.990746,0.686152,1
318,114777,2482.81,181.014,1.15762,0.982543,0.985707,0.986736,1.03696,1
319,127205,2233.37,157.931,1.00234,1.02936,0.993151,0.959998,0.896467,1
320,107485,2023.39,157.578,0.972088,0.966129,0.99044,1.05891,0.995911,1
321,113953,2398.58,177.129,1.1347,0.993381,1.00257,1.00357,1.13535,1
322,119848,2252.63,170.504,1.03219,1.00739,0.988359,1.03052,0.904081,1
323,107630,1764.7,135.445,0.858962,0.978774,1.00967,1.04581,0.810796,1
324,117879,2465.73,176.38,1.17001,1.02309,1.02755,0.975257,1.31058,1
325,124633,1315.62,95.8851,0.590745,1.01522,0.982071,0.989063,1.0131,1
326,116312,1872.29,143.619,0.868675,0.996021,0.988286,1.04434,0.903918,1
327,102917,2204.73,151.531,1.1016,0.952727,1.01634,0.926263,1.00839,1
328,112671,2182.86,154.262,1.0403,0.985362,1.00489,0.956359,0.941515,1
329,114965,1643.8,122.523,0.780149,1.00608,1.01315,1.01617,0.7924,1
330,118470,3303,247.503,1.52316,1.00256,0.990162,1.01919,0.881075,1
331,124602,3095.96,222.517,1.4041,1.02426,0.99604,0.976949,0.914132,1
332,114783,2626.99,190.418,1.24346,0.997928,1.00736,0.984544,1.1179,1
333,111506,2299.39,171.534,1.1023,0.989735,1.00867,1.01499,0.990077,1
334,106873,2514.76,186.825,1.22935,0.97265,1.01052,1.00899,1.32911,1
335,123882,2208.18,164.044,1.00966,1.03266,1.00537,1.0144,0.787016,1
336,118099,2125.57,154.2,0.990189,1.00627,1.0019,0.985568,0.951734,1
337,116906,1652.88,118.282,0.774627,1.00181,1.00388,0.970834,0.738511,1
338,135033,2278.57,174.003,0.986065,1.05458,0.979608,1.0444,1.09948,1
339,125053,2280.13,157.603,1.02951,1.01738,0.990649,0.935254,1.08093,1
